idx,key,family,family_label,status,phrase,relation,anchor_area,support_area,support_mask,anchor_mask,error
75,fe_180_milk_4_whipped_cream,F2,T2_container_insertion,ok,glass,inside,0.102779,0.112602,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_180_milk_4_whipped_cream_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_180_milk_4_whipped_cream_anchor.png,
76,fe_186_muffins_1_strawberries,F2,T2_container_insertion,ok,plate,inside,0.033543,0.047287,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_186_muffins_1_strawberries_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_186_muffins_1_strawberries_anchor.png,
77,fe_187_parrot_1_glass_sculpture,F5,T5_same_color_material,ok,parrot,inside,0.076283,0.086060,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_187_parrot_1_glass_sculpture_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_187_parrot_1_glass_sculpture_anchor.png,
78,fe_188_parrot_2_origami,F5,T5_same_color_material,ok,parrot,inside,0.076283,0.086060,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_188_parrot_2_origami_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_188_parrot_2_origami_anchor.png,
79,fe_190_parrot_4_lego_parrot,F5,T5_same_color_material,ok,parrot,inside,0.076283,0.086060,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_190_parrot_4_lego_parrot_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_190_parrot_4_lego_parrot_anchor.png,
80,fe_191_parrot2_1_glass_sculpture,F5,T5_same_color_material,ok,parrot,inside,0.174515,0.184235,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_191_parrot2_1_glass_sculpture_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_191_parrot2_1_glass_sculpture_anchor.png,
81,fe_192_parrots_1_top_hat,F1,T1_attached_accessory,ok,parrots,top_center,0.057129,0.040268,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_192_parrots_1_top_hat_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_192_parrots_1_top_hat_anchor.png,
82,fe_193_parrots_2_origami,F5,T5_same_color_material,ok,parrots,inside,0.057129,0.064121,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_193_parrots_2_origami_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_193_parrots_2_origami_anchor.png,
83,fe_194_parrots_3_sculpture,F5,T5_same_color_material,ok,parrots,inside,0.057129,0.064121,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_194_parrots_3_sculpture_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_194_parrots_3_sculpture_anchor.png,
84,fe_195_parrots2_1_crown,F1,T1_attached_accessory,ok,parrots,top_center,0.050331,0.069500,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_195_parrots2_1_crown_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_195_parrots2_1_crown_anchor.png,
85,fe_196_penguins_1_origami,F5,T5_same_color_material,ok,penguins,inside,0.141579,0.156120,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_196_penguins_1_origami_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_196_penguins_1_origami_anchor.png,
86,fe_197_penguins_2_sculpture,F5,T5_same_color_material,ok,penguins,inside,0.141579,0.156120,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_197_penguins_2_sculpture_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_197_penguins_2_sculpture_anchor.png,
87,fe_199_piece_of_cake_2_red_velvet_cake,F4,T4_local_recolor,ok,cake,inside,0.443810,0.464508,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_199_piece_of_cake_2_red_velvet_cake_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_199_piece_of_cake_2_red_velvet_cake_anchor.png,
88,fe_213_rabbit_1_sculpture,F5,T5_same_color_material,ok,rabbit,inside,0.224194,0.239738,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_213_rabbit_1_sculpture_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_213_rabbit_1_sculpture_anchor.png,
89,fe_221_rocks_6_colorful_wooden_blocks,F5,T5_same_color_material,ok,rocks,inside,0.026501,0.029705,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_221_rocks_6_colorful_wooden_blocks_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_221_rocks_6_colorful_wooden_blocks_anchor.png,
90,fe_222_sign_1_cvpr,F3,T3_surface_decal,ok,billboard,inside,0.664551,0.684288,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_222_sign_1_cvpr_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_222_sign_1_cvpr_anchor.png,
91,fe_223_sign_2_eccv,F3,T3_surface_decal,ok,billboard,inside,0.664551,0.684288,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_223_sign_2_eccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_223_sign_2_eccv_anchor.png,
92,fe_224_sign_3_iccv,F3,T3_surface_decal,ok,billboard,inside,0.664551,0.684288,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_224_sign_3_iccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_224_sign_3_iccv_anchor.png,
93,fe_225_sign_4_flow,F3,T3_surface_decal,ok,billboard,inside,0.664551,0.684288,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_225_sign_4_flow_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_225_sign_4_flow_anchor.png,
94,fe_235_stop_1_cvpr,F3,T3_surface_decal,ok,stop sign,inside,0.170372,0.177685,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_235_stop_1_cvpr_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_235_stop_1_cvpr_anchor.png,
95,fe_236_stop_2_iccv,F3,T3_surface_decal,ok,stop sign,inside,0.170372,0.177685,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_236_stop_2_iccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_236_stop_2_iccv_anchor.png,
96,fe_237_stop_3_eccv,F3,T3_surface_decal,ok,stop sign,inside,0.170372,0.177685,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_237_stop_3_eccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_237_stop_3_eccv_anchor.png,
97,fe_238_stop_arrow_1_cvpr,F3,T3_surface_decal,ok,stop sign,inside,0.113018,0.118973,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_238_stop_arrow_1_cvpr_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_238_stop_arrow_1_cvpr_anchor.png,
98,fe_239_stop_arrow_2_iccv,F3,T3_surface_decal,ok,stop sign,inside,0.113018,0.118973,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_239_stop_arrow_2_iccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_239_stop_arrow_2_iccv_anchor.png,
99,fe_240_stop_arrow_3_eccv,F3,T3_surface_decal,ok,stop sign,inside,0.113018,0.118973,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_240_stop_arrow_3_eccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_240_stop_arrow_3_eccv_anchor.png,
100,fe_241_stop_arrow_4_love,F3,T3_surface_decal,ok,stop sign,inside,0.113018,0.118973,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_241_stop_arrow_4_love_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_241_stop_arrow_4_love_anchor.png,
101,fe_242_stop_arrow_5_home,F3,T3_surface_decal,ok,stop sign,inside,0.113018,0.118973,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_242_stop_arrow_5_home_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_242_stop_arrow_5_home_anchor.png,
102,fe_243_stop_arrow_6_beer,F3,T3_surface_decal,ok,stop sign,inside,0.113018,0.118973,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_243_stop_arrow_6_beer_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_243_stop_arrow_6_beer_anchor.png,
103,fe_244_stop_sticker_1_cvpr,F3,T3_surface_decal,ok,sticker,inside,0.239105,0.251396,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_244_stop_sticker_1_cvpr_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_244_stop_sticker_1_cvpr_anchor.png,
104,fe_245_stop_sticker_2_eccv,F3,T3_surface_decal,ok,sticker,inside,0.239105,0.251396,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_245_stop_sticker_2_eccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_245_stop_sticker_2_eccv_anchor.png,
105,fe_246_stop_sticker_3_iccv,F3,T3_surface_decal,ok,sticker,inside,0.239105,0.251396,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_246_stop_sticker_3_iccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_246_stop_sticker_3_iccv_anchor.png,
106,fe_247_this_must_be_the_place_1_home,F3,T3_surface_decal,ok,neon sign,inside,0.292252,0.315937,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_247_this_must_be_the_place_1_home_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_247_this_must_be_the_place_1_home_anchor.png,
107,fe_248_this_must_be_the_place_2_cvpr,F3,T3_surface_decal,ok,neon sign,inside,0.292252,0.315937,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_248_this_must_be_the_place_2_cvpr_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_248_this_must_be_the_place_2_cvpr_anchor.png,
108,fe_249_this_must_be_the_place_3_eccv,F3,T3_surface_decal,ok,neon sign,inside,0.292252,0.315937,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_249_this_must_be_the_place_3_eccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_249_this_must_be_the_place_3_eccv_anchor.png,
109,fe_250_this_must_be_the_place_4_iccv,F3,T3_surface_decal,ok,neon sign,inside,0.292252,0.315937,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_250_this_must_be_the_place_4_iccv_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_250_this_must_be_the_place_4_iccv_anchor.png,
110,fe_266_yellow_bulldog_10_origami_lion,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_266_yellow_bulldog_10_origami_lion_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_266_yellow_bulldog_10_origami_lion_anchor.png,
111,fe_267_yellow_bulldog_11_origami_cat,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_267_yellow_bulldog_11_origami_cat_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_267_yellow_bulldog_11_origami_cat_anchor.png,
112,fe_268_yellow_bulldog_12_origami_bear,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_268_yellow_bulldog_12_origami_bear_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_268_yellow_bulldog_12_origami_bear_anchor.png,
113,fe_269_yellow_bulldog_13_origami_deer,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_269_yellow_bulldog_13_origami_deer_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_269_yellow_bulldog_13_origami_deer_anchor.png,
114,fe_270_yellow_bulldog_14_origami_rabbit,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_270_yellow_bulldog_14_origami_rabbit_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_270_yellow_bulldog_14_origami_rabbit_anchor.png,
115,fe_271_yellow_bulldog_15_origami_wolf,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_271_yellow_bulldog_15_origami_wolf_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_271_yellow_bulldog_15_origami_wolf_anchor.png,
116,fe_272_yellow_bulldog_16_origami_cow,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_272_yellow_bulldog_16_origami_cow_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_272_yellow_bulldog_16_origami_cow_anchor.png,
117,fe_273_yellow_bulldog_17_origami_horse,F5,T5_same_color_material,ok,dog figurine,inside,0.226097,0.237652,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_273_yellow_bulldog_17_origami_horse_support.png,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/sam_support_masks_all/fe_273_yellow_bulldog_17_origami_horse_anchor.png,
